date,nav,invested_today,extra_amount,carry_over,total_invested,total_units,portfolio_value,MA,RSI,daily_ret
2022-05-05,9.69,1000.0,0.0,1531.25,55979.77141207755,5526.31074551211,53549.95112401234,10.173,24.626865671641795,0.01902951341743586
2022-05-06,9.52,2116.502192982455,1116.502192982455,765.625,58096.27360506001,5748.632404438838,54726.98049025774,10.121500000000001,22.147651006711413,0.021980026900857652
2022-05-09,9.46,1508.8629201680646,508.86292016806453,382.8125,59605.136525228074,5908.131656042228,55890.92546615948,10.068999999999999,23.23943661971832,0.021268211135985204
2022-05-10,9.4,1318.2561442917563,318.2561442917562,191.40625,60923.39266951983,6048.371671392415,56854.6937110887,10.0175,23.91304347826089,0.017243733877921885
2022-05-11,9.35,1202.086103723405,202.08610372340496,95.703125,62125.47877324324,6176.93703007941,57754.36123124248,9.961,21.985815602836823,0.01582397971793692
2022-05-12,9.17,1432.8783004679128,432.8783004679129,47.8515625,63558.35707371115,6333.1942057029555,58075.390866296104,9.896,13.513513513513487,0.005558534943677307
2022-05-13,9.16,1045.736032067884,45.736032067884125,23.92578125,64604.09310577904,6447.357527981108,59057.794956306956,9.8355,14.28571428571425,0.01691601339838744
2022-05-16,9.23,1000.0,0.0,1023.92578125,65604.09310577903,6555.699889844597,60509.10998326563,9.7795,20.610687022900763,0.024574487212609464
2022-05-17,9.45,1000.0,0.0,2023.92578125,66604.09310577903,6661.519995664703,62951.36395903144,9.741000000000001,27.272727272727224,0.04036175670805986
2022-05-18,9.45,1000.0,0.0,3023.92578125,67604.09310577903,6767.340101484809,63951.363959031434,9.7075,29.99999999999993,0.015885279318980094
2022-05-19,9.21,3019.899398561504,2019.8993985615039,1511.962890625,70623.99250434054,7095.233630101693,65347.101733236595,9.661,20.138888888888857,0.021824988363020603
2022-05-20,9.39,1000.0,0.0,2511.962890625,71623.99250434054,7201.729902732151,67624.2437866549,9.617999999999999,30.718954248365975,0.03484687144525811
2022-05-23,9.39,1000.0,0.0,3511.962890625,72623.99250434054,7308.226175362608,68624.2437866549,9.5795,32.19178082191779,0.014787596045507945
2022-05-24,9.32,2905.0762269951415,1905.0762269951415,1755.9814453125,75529.06873133568,7619.929633194704,71017.74418137464,9.5455,35.87786259541984,0.03487835002103434
2022-05-25,9.22,2092.5829973343616,1092.5829973343616,877.99072265625,77621.65172867004,7846.890912732054,72348.33421538954,9.5015,33.33333333333333,0.01873602223433979
2022-05-26,9.36,1000.0,0.0,1877.99072265625,78621.65172867004,7953.72851956966,74446.89894317201,9.471,44.20289855072461,0.029006400085657802
2022-05-27,9.46,1000.0,0.0,2877.99072265625,79621.65172867004,8059.436764812789,76242.271795129,9.4405,50.0,0.024116153626861703
2022-05-30,9.64,1000.0,0.0,3877.99072265625,80621.65172867004,8163.171204646814,78692.97041279529,9.4235,57.79220779220782,0.03214356760317383
2022-05-31,9.67,1000.0,0.0,4877.99072265625,81621.65172867004,8266.583820986007,79937.86554893469,9.4115,60.52631578947372,0.015819648560845057
2022-06-01,9.66,1000.0,0.0,5877.99072265625,82621.65172867004,8370.103489723067,80855.19971072483,9.41,68.14814814814821,0.011475589890858284
2022-06-02,9.68,1000.0,0.0,6877.99072265625,83621.65172867004,8473.409274847034,82022.60178051928,9.4095,69.11764705882356,0.014438181761606605
2022-06-03,9.59,1000.0,0.0,7877.99072265625,84621.65172867004,8577.684561604072,82259.99494578305,9.413,63.043478260869584,0.0028942408569165856
2022-06-06,9.58,1000.0,0.0,8877.99072265625,85621.65172867004,8682.068695215763,83174.21810016701,9.419,55.55555555555561,0.011113824587352772
2022-06-07,9.51,1000.0,0.0,9877.99072265625,86621.65172867004,8787.221166298834,83566.47329150191,9.4245,52.41935483870971,0.004716067073362806
2022-06-08,9.48,1000.0,0.0,10877.99072265625,87621.65172867004,8892.706398366345,84302.85665651296,9.431000000000001,63.10679611650486,0.008811947375622076
2022-06-09,9.55,1000.0,0.0,11877.99072265625,88621.65172867004,8997.418440251162,85925.3461043986,9.45,58.69565217391307,0.019245960483834867
2022-06-10,9.45,1000.0,0.0,12877.99072265625,89621.65172867004,9103.238546071269,86025.60426037348,9.4645,52.941176470588175,0.0011668053783928656
2022-06-13,9.21,1000.0,0.0,13877.99072265625,90621.65172867004,9211.816179078869,84840.82700931639,9.4635,45.37815126050422,-0.013772379296181803
2022-06-14,9.19,1000.0,0.0,14877.99072265625,91621.65172867004,9320.630107261677,85656.5906857348,9.4505,48.648648648648596,0.009615225418875717
2022-06-15,9.19,1000.0,0.0,15877.99072265625,92621.65172867004,9429.444035444485,86656.59068573482,9.4375,41.23711340206187,0.011674524890546989
2022-06-16,9.01,9330.725502786232,8330.725502786232,7938.995361328125,101952.37723145627,10465.040650626086,94290.01626214103,9.427499999999998,28.5714285714285,0.0880882286736766
2022-06-17,8.93,5147.078146812786,4147.078146812786,3969.4976806640625,107099.45537826905,11041.421182184069,98599.89115690373,9.4045,12.631578947368354,0.04570870878609856
2022-06-20,8.9,3051.9380900520746,2051.9380900520746,1984.7488403320312,110151.39346832113,11384.335574324752,101320.5866114903,9.379999999999999,9.473684210526315,0.027593290648334268
2022-06-21,9.07,1000.0,0.0,2984.7488403320312,111151.39346832113,11494.589157566208,104255.92365912552,9.3675,23.423423423423415,0.028970786153169836
2022-06-22,8.98,2690.830870000634,1690.8308700006341,1492.3744201660156,113842.22433832176,11794.236247766725,105912.2415049452,9.355500000000001,20.338983050847474,0.015887038239046802
2022-06-23,9.1,1000.0,0.0,2492.3744201660156,114842.22433832176,11904.126357656834,108327.54985467719,9.3425,29.752066115702448,0.022804808163928936
2022-06-24,9.19,1000.0,0.0,3492.3744201660156,115842.22433832176,12012.940285839642,110398.92122686631,9.329,34.88372093023253,0.019121371940636456
2022-06-27,9.28,1000.0,0.0,4492.374420166016,116842.22433832176,12120.698906529298,112480.08585259187,9.311,41.221374045801504,0.01885131306173582
