Date,ETF Close,NIFTY Return,RSI,MA20,Invested Today,Carry Over,Additional Invest,Total Invested,Units Bought,Total Units,Portfolio Value,NIFTY Close,Daily_Return
2023-11-30,16.05,0.0079,99.19,15388.16,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,15963.25,
2023-12-01,16.18,0.0089,99.27,15457.47,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,16104.8,
2023-12-04,16.38,0.0123,99.34,15531.64,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,16302.45,
2023-12-05,16.4,0.0038,100.0,15602.16,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,16364.1,
2023-12-06,16.44,0.0015,100.0,15671.9,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,16389.05,
2023-12-07,16.55,0.0055,100.0,15738.96,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,16479.85,
2023-12-08,16.51,-0.0019,96.55,15804.22,0.0,7000.0,96.78,0.0,0.0,0.0,0.0,16447.95,
2023-12-11,16.61,0.0068,96.92,15872.28,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,16560.5,
2023-12-12,16.55,-0.0042,90.73,15931.86,0.0,9000.0,211.35,0.0,0.0,0.0,0.0,16490.5,
2023-12-13,16.62,0.0084,91.56,15998.73,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,16629.55,
2023-12-14,16.9,0.0111,92.59,16068.18,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,16813.75,
2023-12-15,16.93,0.0022,92.62,16134.04,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,16850.05,
2023-12-18,16.96,0.0031,92.57,16199.86,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,16902.45,
2023-12-19,16.92,-0.0039,87.43,16262.21,0.0,14000.0,194.35,0.0,0.0,0.0,0.0,16836.75,
2023-12-20,16.6,-0.0305,60.47,16298.65,0.0,15000.0,1523.01,0.0,0.0,0.0,0.0,16323.9,
2023-12-21,16.63,0.0145,62.55,16345.39,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,16560.65,
2023-12-22,16.74,0.008,61.15,16397.96,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,16693.0,
